m22,m33,m23,k,min,max,file,difference,label
1.74336e-26,5.68588e-27,-8.30169e-28,1.4e-14,0.15531,0.54446,FeCrCo_m22_1.74336e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.38915,1
4.9810199999999994e-27,5.68588e-27,-8.30169e-28,9e-15,0.33317,0.48469,FeCrCo_m22_4.98102e-27_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.15152,1
9.96204e-25,5.68588e-27,-8.30169e-28,1.2e-14,0.11133,0.59672,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.48539,1
2.24146e-24,5.68588e-27,-8.30169e-28,2e-14,0.10582,0.58542,FeCrCo_m22_2.24146e-24_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.4796,1
2.24146e-24,5.68588e-27,-8.30169e-28,9e-14,0.13135,0.53109,FeCrCo_m22_2.24146e-24_m33_5.68588e-27_m23_-8.30169e-28_k_9e-14.png,0.39974,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.9e-14,0.10851,0.59289,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.48438,1
2.49051e-25,5.68588e-27,-8.30169e-28,9e-15,0.10899,0.59574,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.48675,1
4.9810199999999994e-27,5.68588e-27,-8.30169e-28,7e-15,0.14177,0.55405,FeCrCo_m22_4.98102e-27_m33_5.68588e-27_m23_-8.30169e-28_k_7e-15.png,0.41228,1
9.96204e-25,5.68588e-27,-8.30169e-28,1.4e-14,0.1103,0.59652,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.48622,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,9e-15,0.10976,0.57775,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.46799,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.3e-14,0.1111,0.59774,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.48664,1
7.47153e-27,5.68588e-27,-8.30169e-28,1.2e-14,0.40975,0.47694,FeCrCo_m22_7.47153e-27_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.06719,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,8e-14,0.11907,0.53722,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_8e-14.png,0.41815,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,8e-15,0.10784,0.58838,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.48054,1
7.47153e-25,5.68588e-27,-8.30169e-28,1e-13,0.35323,0.47577,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-13.png,0.12254,1
4.98102e-25,5.68588e-27,-8.30169e-28,1.4e-14,0.10953,0.59601,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.48648,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.7e-14,0.10914,0.59463,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.48549,1
1.49431e-25,5.68588e-27,-8.30169e-28,1.9e-14,0.10768,0.5906,FeCrCo_m22_1.49431e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.48292,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,1.8e-14,0.20906,0.51132,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.8e-14.png,0.30226,1
1.24525e-25,5.68588e-27,-8.30169e-28,2e-14,0.10776,0.5866,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.47884,1
2.49051e-25,5.68588e-27,-8.30169e-28,2e-15,0.11189,0.60141,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_2e-15.png,0.48952,1
2.24146e-26,5.68588e-27,-8.30169e-28,4e-15,0.10877,0.58209,FeCrCo_m22_2.24146e-26_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.47332,1
2.49051e-24,5.68588e-27,-8.30169e-28,8e-15,0.11318,0.60257,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.48939,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,4e-14,0.09846,0.56757,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.46911,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,1.1e-14,0.11165,0.59778,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.48613,1
1.9924099999999999e-25,5.68588e-27,-8.30169e-28,2e-14,0.10715,0.59038,FeCrCo_m22_1.99241e-25_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.48323,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,7e-14,0.11445,0.54245,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_7e-14.png,0.428,1
2.49051e-25,5.68588e-27,-8.30169e-28,4e-15,0.11076,0.59855,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.48779,1
2.49051e-25,5.68588e-27,-8.30169e-28,1.5e-14,0.10792,0.58896,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.5e-14.png,0.48104,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,1.5e-14,0.10758,0.58511,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.5e-14.png,0.47753,1
1.99241e-24,5.68588e-27,-8.30169e-28,1.6e-14,0.10844,0.59222,FeCrCo_m22_1.99241e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.48378,1
7.47153e-25,5.68588e-27,-8.30169e-28,8e-15,0.1115,0.5972,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.4857,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,1e-14,0.11271,0.59792,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48521,1
1.74336e-25,5.68588e-27,-8.30169e-28,1.1e-14,0.10802,0.59492,FeCrCo_m22_1.74336e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.4869,1
1.24526e-26,5.68588e-27,-8.30169e-28,1e-14,0.11596,0.56763,FeCrCo_m22_1.24526e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.45167,1
2.24146e-26,5.68588e-27,-8.30169e-28,1.4e-14,0.11297,0.5731,FeCrCo_m22_2.24146e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.46013,1
9.96204e-25,5.68588e-27,-8.30169e-28,1.2e-14,0.11133,0.59672,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.48539,1
1.99241e-24,5.68588e-27,-8.30169e-28,1.1e-14,0.11249,0.60142,FeCrCo_m22_1.99241e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.48893,1
1.74336e-27,5.68588e-27,-8.30169e-28,1e-15,0.10615,0.58849,FeCrCo_m22_1.74336e-27_m33_5.68588e-27_m23_-8.30169e-28_k_1e-15.png,0.48234,1
2.49051e-24,5.68588e-27,-8.30169e-28,1.8e-14,0.10659,0.58748,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.8e-14.png,0.48089,1
9.962040000000001e-26,5.68588e-27,-8.30169e-28,8e-15,0.10843,0.59069,FeCrCo_m22_9.96204e-26_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.48226,1
7.47153e-25,5.68588e-27,-8.30169e-28,1.5e-14,0.11003,0.59528,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.5e-14.png,0.48525,1
1.49431e-25,5.68588e-27,-8.30169e-28,2e-14,0.10757,0.58957,FeCrCo_m22_1.49431e-25_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.482,1
1.99241e-24,5.68588e-27,-8.30169e-28,9e-14,0.13176,0.53066,FeCrCo_m22_1.99241e-24_m33_5.68588e-27_m23_-8.30169e-28_k_9e-14.png,0.3989,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,6e-14,0.10779,0.54885,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.44106,1
9.96204e-25,5.68588e-27,-8.30169e-28,8e-14,0.11956,0.53767,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_8e-14.png,0.41811,1
4.9810200000000003e-26,5.68588e-27,-8.30169e-28,2e-14,0.10871,0.57966,FeCrCo_m22_4.98102e-26_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.47095,1
2.24146e-27,5.68588e-27,-8.30169e-28,4e-15,0.20557,0.51023,FeCrCo_m22_2.24146e-27_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.30466,1
2.24146e-25,5.68588e-27,-8.30169e-28,1e-14,0.10873,0.59304,FeCrCo_m22_2.24146e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48431,1
4.98102e-25,5.68588e-27,-8.30169e-28,1e-14,0.11016,0.59693,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48677,1
1.49431e-26,5.68588e-27,-8.30169e-28,4e-15,0.10863,0.57784,FeCrCo_m22_1.49431e-26_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.46921,1
7.47153e-25,5.68588e-27,-8.30169e-28,1.5e-14,0.11003,0.59528,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.5e-14.png,0.48525,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,6e-15,0.11362,0.59299,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_6e-15.png,0.47937,1
1.49431e-25,5.68588e-27,-8.30169e-28,4e-15,0.10977,0.59575,FeCrCo_m22_1.49431e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.48598,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,1.3e-14,0.11051,0.59724,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.48673,1
1.74336e-26,5.68588e-27,-8.30169e-28,4e-15,0.10872,0.58061,FeCrCo_m22_1.74336e-26_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.47189,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.7e-14,0.10914,0.59463,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.48549,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,7e-15,0.11347,0.60161,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_7e-15.png,0.48814,1
2.49051e-25,5.68588e-27,-8.30169e-28,1.6e-14,0.10811,0.59186,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.48375,1
2.49051e-24,5.68588e-27,-8.30169e-28,1.9e-14,0.10597,0.58669,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.48072,1
1.24525e-25,5.68588e-27,-8.30169e-28,1.4e-14,0.10756,0.58835,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.48079,1
1.74336e-27,5.68588e-27,-8.30169e-28,2e-15,0.11377,0.57476,FeCrCo_m22_1.74336e-27_m33_5.68588e-27_m23_-8.30169e-28_k_2e-15.png,0.46099,1
7.47153e-25,5.68588e-27,-8.30169e-28,4e-14,0.09932,0.57566,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47634,1
4.9810199999999994e-27,5.68588e-27,-8.30169e-28,6e-15,0.12012,0.5658,FeCrCo_m22_4.98102e-27_m33_5.68588e-27_m23_-8.30169e-28_k_6e-15.png,0.44568,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,4e-14,0.12249,0.55549,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.433,1
2.24146e-26,5.68588e-27,-8.30169e-28,1e-14,0.11092,0.57592,FeCrCo_m22_2.24146e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.465,1
1.74336e-26,5.68588e-27,-8.30169e-28,6e-15,0.10953,0.57606,FeCrCo_m22_1.74336e-26_m33_5.68588e-27_m23_-8.30169e-28_k_6e-15.png,0.46653,1
4.98102e-25,5.68588e-27,-8.30169e-28,5e-14,0.10045,0.56927,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_5e-14.png,0.46882,1
4.98102e-25,5.68588e-27,-8.30169e-28,4e-14,0.10039,0.57864,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47825,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,1e-15,0.10893,0.58707,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1e-15.png,0.47814,1
1.24525e-25,5.68588e-27,-8.30169e-28,9e-15,0.10804,0.59076,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.48272,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,8e-15,0.10784,0.58838,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.48054,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,4e-14,0.10003,0.57183,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.4718,1
1.99241e-24,5.68588e-27,-8.30169e-28,7e-15,0.11375,0.60463,FeCrCo_m22_1.99241e-24_m33_5.68588e-27_m23_-8.30169e-28_k_7e-15.png,0.49088,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,1.7e-14,0.10801,0.5847,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.47669,1
1.74336e-25,5.68588e-27,-8.30169e-28,4e-14,0.10462,0.57746,FeCrCo_m22_1.74336e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47284,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,2e-14,0.10684,0.58857,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.48173,1
9.96204e-25,5.68588e-27,-8.30169e-28,2e-14,0.10826,0.59434,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.48608,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,1.2e-14,0.11294,0.5731,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.46016,1
1.99241e-27,5.68588e-27,-8.30169e-28,3e-15,0.14268,0.55384,FeCrCo_m22_1.99241e-27_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.41116,1
2.49051e-24,5.68588e-27,-8.30169e-28,1.9e-14,0.10597,0.58669,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.48072,1
1.74336e-26,5.68588e-27,-8.30169e-28,3e-15,0.10874,0.58355,FeCrCo_m22_1.74336e-26_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.47481,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,3e-14,0.10121,0.57776,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_3e-14.png,0.47655,1
4.98102e-25,5.68588e-27,-8.30169e-28,2e-14,0.10875,0.59243,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.48368,1
1.49431e-25,5.68588e-27,-8.30169e-28,9e-15,0.10805,0.59147,FeCrCo_m22_1.49431e-25_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.48342,1
2.49051e-24,5.68588e-27,-8.30169e-28,9e-15,0.11252,0.59896,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.48644,1
2.24146e-27,5.68588e-27,-8.30169e-28,5e-15,0.3984,0.47764,FeCrCo_m22_2.24146e-27_m33_5.68588e-27_m23_-8.30169e-28_k_5e-15.png,0.07924,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,1.4e-14,0.10817,0.58514,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.47697,1
2.24146e-26,5.68588e-27,-8.30169e-28,1.7e-14,0.1222,0.56123,FeCrCo_m22_2.24146e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.43903,1
7.47153e-25,5.68588e-27,-8.30169e-28,1e-13,0.35323,0.47577,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-13.png,0.12254,1
4.98102e-25,5.68588e-27,-8.30169e-28,6e-14,0.10456,0.55816,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.4536,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,1.9e-14,0.10771,0.58262,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.47491,1
7.47153e-25,5.68588e-27,-8.30169e-28,1e-14,0.11075,0.59509,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48434,1
2.24146e-25,5.68588e-27,-8.30169e-28,1.1e-14,0.10863,0.59293,FeCrCo_m22_2.24146e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.4843,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,8e-14,0.11907,0.53722,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_8e-14.png,0.41815,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,4e-15,0.10965,0.59264,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.48299,1
7.47153e-25,5.68588e-27,-8.30169e-28,2e-14,0.10866,0.59455,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.48589,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,5e-14,0.09858,0.55849,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_5e-14.png,0.45991,1
9.96204e-25,5.68588e-27,-8.30169e-28,9e-15,0.11191,0.59073,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.47882,1
1.24525e-25,5.68588e-27,-8.30169e-28,1.1e-14,0.10839,0.59152,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.48313,1
7.47153e-25,5.68588e-27,-8.30169e-28,5e-14,0.09998,0.56755,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_5e-14.png,0.46757,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,5e-14,0.09858,0.55849,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_5e-14.png,0.45991,1
1.4943099999999998e-27,5.68588e-27,-8.30169e-28,3e-15,0.34936,0.48232,FeCrCo_m22_1.49431e-27_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.13296,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,6e-15,0.10871,0.57984,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_6e-15.png,0.47113,1
